id,recipeName,mealType,dietaryType,weightGoal,calories,protein,carbs,fat,fiber,sodium,cholesterol,preparationTime,serves,semantic_text,restrictions_str,ingredients_str,instructions_str,mealImageURL
68395ef0a1f9120d4641a72d,Spicy Keema Biryani with Cucumber Raita,dinner,desi,weight_gain,670.0,30.0,60.0,25.0,2.0,1090.0,80.0,60,5,Spicy Keema Biryani with Cucumber Raita Spicy Keema Biryani with Cucumber Raita Spicy Keema Biryani with Cucumber Raita Minced beef Basmati rice Onion Tomato Ginger garlic paste Red chili powder Garam masala Salt Oil Cucumber raita Yogurt Cucumber Water Coriander leaves Green chilies Cumin seeds Water desi,"nut_free,egg_free,low_sugar","Minced beef (500g); Basmati rice (2 cups); Onion (1, sliced); Tomato (1, chopped); Ginger garlic paste (2 tbsp); Red chili powder (1 tsp); Garam masala (½ tsp); Salt (1 tsp); Oil (½ cup); Cucumber raita (½ cup); Yogurt (½ cup); Cucumber (¼ cup, grated); Water (as needed); Coriander leaves (2 tbsp, chopped); Green chilies (2, chopped); Cumin seeds (½ tsp); Water (4 cups (for rice))","Step 1: Gather Ingredients: Collect 2 tbsp oil, 1 sliced onion, 1 tbsp ginger-garlic paste, 500g minced beef, 1 tsp salt, 1 tsp red chili powder, 1 tsp garam masala, 2 chopped tomatoes, 2 cups basmati rice, 4 cups water, 1 cup yogurt, ½ cucumber (grated), and 1 tsp cumin powder. | Step 2: Fry Onions: Heat 2 tbsp oil in a pot over medium heat, add 1 sliced onion, and fry for 5-7 minutes until golden. | Step 3: Cook Keema: Stir in 1 tbsp ginger-garlic paste, 500g minced beef, 1 tsp salt, 1 tsp red chili powder, and 1 tsp garam masala, cooking for 10-15 minutes until browned. | Step 4: Add Tomatoes: Mix in 2 chopped tomatoes and cook for 5-7 minutes until soft and oil separates. | Step 5: Cook Biryani: Add 2 cups basmati rice and 4 cups water, bring to a boil, then reduce heat, cover, and cook for 12-15 minutes until rice is done. | Step 6: Serve with Raita: Mix 1 cup yogurt with ½ grated cucumber, 1 tsp cumin powder, and a pinch of salt, fluff the biryani, and serve hot with cucumber raita.",https://res.cloudinary.com/duegxp0u0/image/upload/v1746744854/iufbajgssjfilk4rjrxi.jpg
68395ebfa1f9120d4641a478,Cheese-Stuffed Meatballs,dinner,keto,weight_gain,680.0,28.0,2.0,28.0,1.0,450.0,110.0,40,2,Cheese-Stuffed Meatballs Cheese-Stuffed Meatballs Cheese-Stuffed Meatballs Ground beef Mozzarella Egg Almond flour Salt Black pepper Parsley keto,"gluten_free,low_carb,low_sugar",Ground beef (200g); Mozzarella (50g); Egg (½); Almond flour (1 tbsp); Salt (⅛ tsp); Black pepper (pinch); Parsley (½ tsp (optional)),"Step 1: Prep Beef | In a bowl, mix 200g ground beef with 1 tbsp almond flour, ½ egg, ⅛ tsp salt, and a pinch of black pepper. | Step 2: Stuff Meatballs | Divide mixture into 4 portions, flatten, place 25g mozzarella in each, and form into balls. | Step 3: Preheat Oven | Preheat oven to 190°C. | Step 4: Arrange Meatballs | Place meatballs on a baking sheet lined with parchment. | Step 5: Bake Meatballs | Bake for 20–25 minutes until cooked through (internal temp 70°C). | Step 6: Check Doneness | Ensure mozzarella is melted inside. | Step 7: Garnish | Sprinkle with ½ tsp chopped parsley. | Step 8: Serve | Serve hot as a rich dinner.",https://res.cloudinary.com/duegxp0u0/image/upload/v1748523937/u1kinm6bybsvthw87ov0.jpg
68395ef0a1f9120d4641a725,Chapli Kabab Pulao with Yogurt Raita,lunch,desi,weight_gain,510.0,15.0,50.0,15.0,2.0,1090.0,40.0,60,2,Chapli Kabab Pulao with Yogurt Raita Chapli Kabab Pulao with Yogurt Raita Chapli Kabab Pulao with Yogurt Raita Beef mince Onion Green chilies Gram flour Cumin seeds Red chili powder Salt Basmati rice Yogurt Tomato Coriander leaves Oil Cucumber Water Garam masala Cumin powder desi,"nut_free,egg_free,low_sugar","Beef mince (200g); Onion (1, chopped); Green chilies (1, chopped); Gram flour (1 tbsp); Cumin seeds (½ tsp); Red chili powder (½ tsp); Salt (½ tsp); Basmati rice (1 cup); Yogurt (½ cup); Tomato (1, chopped); Coriander leaves (1 tbsp, chopped); Oil (1 tbsp); Cucumber (¼ cup, grated); Water (2 cups); Garam masala (¼ tsp); Cumin powder (¼ tsp (for raita))","Step 1: Gather Ingredients: Collect 200g beef mince, 2 tbsp gram flour, 1 tsp cumin seeds, 1 tsp red chili powder, 1 tsp salt, 2 tbsp oil, 2 cups basmati rice, 4 cups water, 1 cup yogurt, 1 tsp cumin powder, and 1 tbsp chopped mint. | Step 2: Mix Kabab Mixture: Combine 200g beef mince, 2 tbsp gram flour, 1 tsp cumin seeds, 1 tsp red chili powder, and 1 tsp salt in a bowl. | Step 3: Shape Patties: Form the mixture into flat, round chapli kabab patties. | Step 4: Fry Kababs: Heat 2 tbsp oil in a pan over medium heat, fry patties for 4-5 minutes per side until golden, then set aside. | Step 5: Cook Pulao: Boil 4 cups water in a pot, add 2 cups basmati rice, cook for 10-12 minutes until fluffy, then drain. | Step 6: Make Raita: Mix 1 cup yogurt with 1 tsp cumin powder, 1 tbsp chopped mint, and a pinch of salt in a bowl. | Step 7: Serve Hot: Plate the pulao, top with chapli kababs, and serve with yogurt raita on the side.",https://res.cloudinary.com/duegxp0u0/image/upload/v1746778282/fq62j67h6vfpycmtqnr5.jpg
68395ebfa1f9120d4641a49d,Cheese-Stuffed Meatloaf,dinner,keto,weight_gain,570.0,48.0,4.0,45.0,1.0,420.0,155.0,60,1,Cheese-Stuffed Meatloaf Cheese-Stuffed Meatloaf Cheese-Stuffed Meatloaf Ground beef Mozzarella cheese Egg Almond flour Salt & pepper keto,"gluten_free,nut_free,low_carb,low_sugar",Ground beef (150g); Mozzarella cheese (50g); Egg (1 small); Almond flour (1 tbsp); Salt & pepper (to taste),"Step 1: Prep Ground beef | Use 150g of ground beef as the base. | Step 2: Prepare Mozzarella cheese | Chop or measure 50g of mozzarella cheese. | Step 3: Combine Ingredients | Mix the prepared ingredients in a bowl. | Step 4: Add Egg | Incorporate 1 small of egg for flavor. | Step 5: Season | Add salt, pepper, or additional spices as needed. | Step 6: Set Aside | Chill or let the mixture rest for a few minutes if needed. | Step 7: Final Mix | Stir everything together to ensure even coating. | Step 8: Serve | Plate and enjoy your freshly prepared meal.",https://res.cloudinary.com/duegxp0u0/image/upload/v1748523936/j65pvqpgji9tltqqr3r8.jpg
68395eeaa1f9120d4641a6e4,Low-Oil Moong Dal Halwa (With Jaggery & Nuts),snack,desi,weight_loss,110.0,4.0,16.0,4.0,2.0,5.0,5.0,40,1,"Low-Oil Moong Dal Halwa (With Jaggery & Nuts) Low-Oil Moong Dal Halwa (With Jaggery & Nuts) Low-Oil Moong Dal Halwa (With Jaggery & Nuts) Moong Dal Jaggery Almonds, Cashews Water Cardamom Powder desi","gluten_free,egg_free,low_sodium,low_sugar","Moong Dal (1/4 cup (50g, dry)); Jaggery (2 tbsp (24g)); Almonds, Cashews (1 tbsp (10g, mixed, chopped, assumed equal parts)); Water (As needed (assumed 1/2 cup, 120ml, for cooking)); Cardamom Powder (As needed (assumed 1/4 tsp, 0.5g, not listed but implied for flavor))","Step 1: Gather Ingredients: | Collect moong dal, jaggery, water, oil, and chopped nuts for garnish. | Step 2: Soak the Moong Dal: | Soak the moong dal in water overnight to allow it to soften and absorb moisture. | Step 3: Cook the Moong Dal: | Drain the soaked moong dal and cook it in water over medium heat until it becomes soft and tender. | Step 4: Sauté the Moong Dal: | Once cooked, heat a small amount of oil in a pan and sauté the moong dal for a few minutes to enhance its flavor. | Step 5: Add Jaggery: | Stir in jaggery to the sautéed moong dal, mixing well until it dissolves and the mixture thickens slightly. | Step 6: Adjust Sweetness: | Taste and adjust the amount of jaggery as needed, depending on your desired sweetness. | Step 7: Garnish with Nuts: | Top the mixture with chopped nuts such as almonds, cashews, or pistachios for added texture and flavor. | Step 8: Serve: | Serve the moong dal dish warm as a sweet snack or dessert.",https://res.cloudinary.com/duegxp0u0/image/upload/v1745169571/recipe_uploads/puiqrjllwxol5l9mfr0v.jpg
68395ef0a1f9120d4641a749,Methi Paratha with Ghee & Pickle,breakfast,desi,weight_gain,380.0,5.0,40.0,15.0,5.0,1080.0,0.0,30,2,Methi Paratha with Ghee & Pickle Methi Paratha with Ghee & Pickle Methi Paratha with Ghee & Pickle Whole wheat flour Fresh methi leaves Green chili Cumin seeds Salt Ghee Pickle Water Red chili powder Water desi,"nut_free,egg_free,low_sugar",Whole wheat flour (1 cup); Fresh methi leaves (½ cup); Green chili (1); Cumin seeds (½ tsp); Salt (1 tsp); Ghee (1 tbsp); Pickle (1 tbsp); Water (as needed); Red chili powder (¼ tsp); Water (¼ cup (for dough)),"Step 1: Gather Ingredients: Collect 2 cups whole wheat flour, 1 cup fresh methi (fenugreek) leaves (chopped), 1 green chili (chopped), 1 tsp cumin seeds, 1 tsp salt, ¾ cup water (for dough), 2 tbsp ghee (for cooking), and mixed pickle. | Step 2: Prepare Methi: Rinse 1 cup fresh methi leaves thoroughly, chop finely, and set aside. | Step 3: Mix Dry Ingredients: In a large bowl, combine 2 cups whole wheat flour, chopped methi, 1 chopped green chili, 1 tsp cumin seeds, and 1 tsp salt. | Step 4: Knead Dough: Gradually add ¾ cup water to the flour mixture, kneading for 5-7 minutes until a soft, pliable dough forms, then cover and rest for 15 minutes. | Step 5: Divide Dough: Divide the rested dough into 4-6 equal balls. | Step 6: Roll Paratha: Roll each dough ball into a 6-7 inch circle using a rolling pin and a dusting of flour. | Step 7: Cook Paratha: Heat a tawa over medium heat, place the paratha on it, cook with ½ tbsp ghee per side for 1-2 minutes until golden and crisp. | Step 8: Serve Hot: Plate the hot methi paratha with a drizzle of ghee on top and serve with a spoonful of mixed pickle on the side.",https://res.cloudinary.com/duegxp0u0/image/upload/v1746770523/ux9tvfaczdevksmozohw.jpg
68395eeaa1f9120d4641a656,Brown Rice & Masoor Dal Khichdi (Lentil Porridge),breakfast,desi,weight_loss,300.0,12.0,46.0,8.0,8.0,400.0,0.0,15,1,Brown Rice & Masoor Dal Khichdi (Lentil Porridge) Brown Rice & Masoor Dal Khichdi (Lentil Porridge) Brown Rice & Masoor Dal Khichdi (Lentil Porridge) Brown Rice Red Lentils (Masoor Dal) Water Cumin Seeds Onion Turmeric Powder Salt Oil Fresh Coriander desi,"gluten_free,nut_free,egg_free,lactose_free,low_sodium,low_sugar,dairy_free","Brown Rice (1/2 cup (100g, dry)); Red Lentils (Masoor Dal) (1/2 cup (100g, dry)); Water (3 cups (720ml)); Cumin Seeds (1/2 tsp (1g)); Onion (1 (100g, chopped)); Turmeric Powder (1/2 tsp (1g)); Salt (To taste (assumed 1 tsp, 3g)); Oil (1 tbsp (14g)); Fresh Coriander (For garnish (assumed 1 tbsp, 3g, chopped))","Step 1: Wash the Rice and Lentils : | Wash 1/2 cup brown rice and 1/2 cup red lentils (masoor dal) thoroughly. | Step 2: Heat Oil and Sauté the Onions : | In a pot, heat 1 tbsp oil, add 1/2 tsp cumin seeds, 1 chopped onion, and sauté until the onions turn golden. | Step 3: Add Rice, Lentils, and Spices : | Add the washed rice, lentils, 3 cups water, 1/2 tsp turmeric, and salt to the pot. | Step 4: Cook Until Soft : | Cover the pot and cook the mixture until the rice and lentils are soft and fully cooked. | Step 5: Stir Occasionally : | Stir the mixture occasionally to prevent it from sticking to the bottom of the pot. | Step 6: Check the Consistency : | If needed, add a little more water and cook until the rice and lentils are tender and fully cooked. | Step 7: Garnish : | Garnish the dish with freshly chopped coriander leaves for added flavor and color. | Step 8: Serve : | Serve the warm rice and lentil dish with a side of your favorite vegetables or flatbread.",https://res.cloudinary.com/duegxp0u0/image/upload/v1745169417/recipe_uploads/ptw2hkfe91hvf0oodulm.jpg
68395ebfa1f9120d4641a481,Keto Beef Feast,dinner,keto,weight_gain,700.0,31.0,4.0,33.0,2.0,600.0,140.0,75,2,Keto Beef Feast Keto Beef Feast Keto Beef Feast Beef tenderloin Mushrooms Almond flour Prosciutto Egg Butter Thyme Salt Black pepper Parsley keto,"gluten_free,low_carb,low_sugar",Beef tenderloin (200g); Mushrooms (75g); Almond flour (25g); Prosciutto (40g); Egg (¼); Butter (½ tbsp); Thyme (¼ tsp); Salt (⅛ tsp); Black pepper (pinch); Parsley (½ tsp (optional)),"Step 1: Prep Beef | Season 200g beef tenderloin with ⅛ tsp salt and a pinch of black pepper, sear in a skillet for 2–3 minutes per side, cool. | Step 2: Make Duxelles | Blend 75g mushrooms with ½ tsp thyme, sauté until dry, cool. | Step 3: Prep Pastry | Mix 25g almond flour, ½ egg, and 1 tbsp butter to form a keto dough, roll thin. | Step 4: Wrap Beef | Layer 40g prosciutto on dough, spread duxelles, place beef on top, wrap tightly. | Step 5: Preheat Oven | Preheat oven to 200°C. | Step 6: Bake Wellington | Bake for 25–30 minutes until beef reaches 55°C (medium-rare). | Step 7: Rest Beef | Rest for 5 minutes, slice. | Step 8: Serve | Garnish with ½ tsp chopped parsley and serve hot as a rich dinner.",https://res.cloudinary.com/duegxp0u0/image/upload/v1748524024/vihbm377helyx81qejbu.jpg
68395ebfa1f9120d4641a46a,Lamb Kofta Kebabs,dinner,keto,weight_gain,340.0,24.0,2.0,28.0,1.0,300.0,90.0,30,2,Lamb Kofta Kebabs Lamb Kofta Kebabs Lamb Kofta Kebabs Ground lamb Cumin Parsley Olive oil Salt Smoked paprika keto,"gluten_free,nut_free,egg_free,low_carb,low_sugar,dairy_free",Ground lamb (175g); Cumin (½ tsp); Parsley (5g); Olive oil (½ tbsp); Salt (⅛ tsp); Smoked paprika (pinch (optional)),"Step 1: Prep Lamb | In a bowl, mix 175g ground lamb with ½ tsp cumin, 5g chopped parsley, and ⅛ tsp salt. | Step 2: Shape Koftas | Form mixture into 2–3 small patties or around skewers. | Step 3: Preheat Grill | Heat a grill pan or outdoor grill to medium-high. | Step 4: Brush Oil | Brush koftas with ½ tbsp olive oil to prevent sticking. | Step 5: Grill Koftas | Grill for 3–4 minutes per side until cooked through. | Step 6: Check Doneness | Ensure koftas reach an internal temperature of 70°C. | Step 7: Garnish | Sprinkle with a pinch of smoked paprika for flavor. | Step 8: Serve | Serve hot as a rich dinner.",https://res.cloudinary.com/duegxp0u0/image/upload/v1748524089/v9nvsralfbjr1icubbg0.jpg
68395eeaa1f9120d4641a6bd,Chia Seed Pudding with Jaggery & Nuts,breakfast,desi,weight_loss,150.0,4.0,16.0,8.0,5.0,30.0,0.0,10,1,Chia Seed Pudding with Jaggery & Nuts Chia Seed Pudding with Jaggery & Nuts Chia Seed Pudding with Jaggery & Nuts Chia Seeds Jaggery Mixed Nuts desi,"gluten_free,egg_free,low_sodium","Chia Seeds (2 tbsp (24g)); Jaggery (1 tbsp (12g)); Mixed Nuts (As needed (assumed 1 tbsp, 10g, chopped, not listed but implied from title))","Step 1: Mix Chia Seeds with Milk and Jaggery : | In a bowl, combine chia seeds with milk and jaggery, stirring well to dissolve the jaggery into the mixture. | Step 2: Let it Sit : | Allow the mixture to sit for 5-10 minutes, stirring occasionally to ensure the chia seeds are evenly distributed. | Step 3: Stir the Mixture : | Stir the mixture every few minutes to prevent the chia seeds from clumping together. | Step 4: Add Nuts : | Once the chia seeds have absorbed some liquid, top the mixture with chopped nuts like almonds and walnuts for added texture. | Step 5: Stir Again : | Gently mix the nuts into the chia pudding to distribute them evenly throughout the mixture. | Step 6: Refrigerate the Pudding : | Place the pudding in the refrigerator and allow it to chill for 2-3 hours to thicken. | Step 7: Check Consistency : | After refrigerating, check the consistency. If it's too thin, let it sit for a little longer, and it will thicken further. | Step 8: Serve and Enjoy : | Once thickened, serve the chia pudding chilled and enjoy as a healthy, satisfying snack or dessert.",https://res.cloudinary.com/duegxp0u0/image/upload/v1745169475/recipe_uploads/rdqzedz0nxigksd9zk0s.jpg
68395ed6a1f9120d4641a56e,Cucumber Boats,dinner,mediterranean,weight_loss,100.0,3.0,7.0,6.0,1.0,36.0,10.0,10,1,Cucumber Boats Cucumber Boats Cucumber Boats Cucumber Yogurt Dill Olive oil mediterranean,"gluten_free,nut_free,egg_free,low_sodium,low_carb,low_sugar,low_cholesterol",Cucumber (150g); Yogurt (50g); Dill (5g); Olive oil (4ml),"Step 1: Wash Cucumber | Rinse 1 cucumber (about 150g) under cold water to clean thoroughly. |  | Step 2: Trim Cucumber | Trim both ends of the cucumber and cut it in half lengthwise. |  | Step 3: Hollow Cucumber | Scoop out the seeds from each cucumber half using a spoon to create a hollow center. |  | Step 4: Prep Dill | Wash 5g fresh dill, pat dry, and finely chop the fronds. |  | Step 5: Measure Yogurt | Spoon 50g plain yogurt into a small mixing bowl. |  | Step 6: Mix Filling | Add chopped dill and 4ml olive oil to the yogurt, stirring until well combined. |  | Step 7: Fill Boats | Spoon the yogurt-dill mixture evenly into the hollowed cucumber halves. |  | Step 8: Serve Chilled | Place cucumber boats on a plate and serve immediately as a snack, optionally chilled.",https://res.cloudinary.com/duegxp0u0/image/upload/v1748524192/hnuttbrn8bs0hhhlixzw.jpg
68395eeaa1f9120d4641a6bc,Ragi & Date Energy Bars,snack,desi,weight_loss,140.0,4.0,20.0,6.0,3.0,5.0,0.0,15,1,Ragi & Date Energy Bars Ragi & Date Energy Bars Ragi & Date Energy Bars Ragi Flour Mixed Nuts Water Oil desi,"gluten_free,egg_free,lactose_free,low_sodium,dairy_free","Ragi Flour (1/2 cup (60g)); Mixed Nuts (2 tbsp (20g, assumed almonds and walnuts, chopped)); Water (As needed (assumed 2 tbsp, 30ml, for binding, not listed but implied)); Oil (As needed (assumed 1 tsp, 5g, for roasting, not listed but implied))","Step 1: Grind the Ragi Flour : | Grind ragi flour to a fine texture, ensuring it’s well-sifted and ready to be mixed with the other ingredients. | Step 2: Combine the Ingredients : | In a bowl, mix the ground ragi flour with chopped dates, nuts, and a little honey to bind the mixture together. | Step 3: Mix Well : | Stir the mixture thoroughly until the dates, nuts, and honey are evenly distributed throughout the flour. | Step 4: Prepare the Tray : | Line a tray or baking dish with parchment paper for easy removal of the bars once set. | Step 5: Press the Mixture into the Tray : | Transfer the mixture into the prepared tray, pressing it down firmly to ensure it is compact and evenly spread. | Step 6: Refrigerate for 2 Hours : | Place the tray in the refrigerator and let the mixture set for 2 hours, allowing it to firm up. | Step 7: Cut into Bars : | Once set, remove from the fridge and cut the mixture into bars or squares according to your desired size. | Step 8: Enjoy : | Serve the ragi bars as a healthy snack or energy booster, and enjoy!",https://res.cloudinary.com/duegxp0u0/image/upload/v1745169473/recipe_uploads/xvlojedv6h8twew11v5a.jpg
68395ef0a1f9120d4641a747,Keema Paratha with Green Chutney,breakfast,desi,weight_gain,430.0,15.0,40.0,15.0,5.0,1090.0,30.0,45,2,Keema Paratha with Green Chutney Keema Paratha with Green Chutney Keema Paratha with Green Chutney Whole wheat flour Minced beef Onion Green chili Coriander Ginger garlic paste Garam masala Salt Ghee Green chutney Water Mint Red chili powder Lemon juice Water desi,"nut_free,egg_free,low_sugar","Whole wheat flour (1 cup); Minced beef (½ cup); Onion (1 small); Green chili (1); Coriander (1 tbsp); Ginger garlic paste (1 tsp); Garam masala (½ tsp); Salt (1 tsp); Ghee (1 tbsp); Green chutney (2 tbsp); Water (as needed); Mint (1 tbsp, chopped (for chutney)); Red chili powder (½ tsp); Lemon juice (1 tsp (for chutney)); Water (¼ cup (for dough))","Step 1: Gather Ingredients: Collect 2 tbsp oil, 1 chopped onion, 1 green chili (chopped), 1 tbsp ginger-garlic paste, 200g minced beef, 1 tsp garam masala, 1 tsp salt, 2 cups whole wheat flour, 1 cup water (for dough), 2 tbsp ghee (for cooking), ½ cup cilantro, ½ cup mint leaves, 1 green chili, and 1 tbsp lemon juice (for chutney). | Step 2: Heat Oil: Heat 2 tbsp oil in a pan over medium heat for 1-2 minutes. | Step 3: Cook Keema: Add 1 chopped onion, 1 chopped green chili, and 1 tbsp ginger-garlic paste, sautéing for 5-7 minutes until onions soften, then add 200g minced beef, 1 tsp garam masala, and 1 tsp salt, cooking for 15-20 minutes until dry. | Step 4: Cool Filling: Remove the keema from heat and let it cool completely to room temperature. | Step 5: Knead Dough: In a bowl, knead 2 cups whole wheat flour with 1 cup water for 5-7 minutes into a soft dough, cover, and rest for 15 minutes. | Step 6: Stuff Paratha: Divide the dough into 4-6 balls, roll each into a 3-inch circle, place 1-2 tbsp cooled keema in the center, seal the edges, and roll out to a 6-7 inch circle. | Step 7: Cook Paratha: Heat a tawa over medium heat, cook each paratha with ½ tbsp ghee per side for 1-2 minutes until golden and crisp. | Step 8: Make Chutney and Serve: Blend ½ cup cilantro, ½ cup mint leaves, 1 green chili, 1 tbsp lemon juice, and a pinch of salt into a smooth chutney, serve the hot keema paratha with green chutney on the side.",https://res.cloudinary.com/duegxp0u0/image/upload/v1746770522/pjucpndn5sxpmkvmtn2b.jpg
68395eeaa1f9120d4641a6e1,Dahi Bhalla (Low-fats Yogurt with Baked Lentil Dumplings),snack,desi,weight_loss,80.0,7.0,14.0,3.0,4.0,200.0,5.0,30,1,Dahi Bhalla (Low-fats Yogurt with Baked Lentil Dumplings) Dahi Bhalla (Low-fats Yogurt with Baked Lentil Dumplings) Dahi Bhalla (Low-fats Yogurt with Baked Lentil Dumplings) Urad Dal Cumin Powder Salt Water desi,"gluten_free,nut_free,egg_free,low_sodium,low_sugar,low_fat","Urad Dal (1/2 cup (100g, dry, soaked)); Cumin Powder (1/2 tsp (1g)); Salt (To taste (assumed 1/2 tsp, 1.5g, split between bhalla and yogurt)); Water (As needed (assumed 1/4 cup, 60ml, for batter; 1 tbsp, 15ml, for soaking bhallas))","Step 1: Soak the Lentils: | Rinse and soak split urad dal (lentils) in water for 4–6 hours or overnight until they soften. | Step 2: Prepare the Batter: | Drain the soaked dal and grind it into a smooth, thick batter using minimal water. Add salt and optional spices like cumin or ginger. | Step 3: Preheat the Oven: | Preheat the oven to 375°F (190°C) and lightly grease a baking tray or use a silicone mold for uniform shapes. | Step 4: Shape the Dumplings: | Scoop spoonfuls of batter and shape into small dumplings, placing them on the prepared tray. | Step 5: Bake the Dumplings: | Bake the dumplings for 20–25 minutes or until they turn golden brown and are cooked through. | Step 6: Soak in Warm Water: | After baking, soak the dumplings in warm water for 10–15 minutes to soften them. | Step 7: Prepare the Yogurt Base: | Whisk low-fats yogurt until smooth. Add a pinch of salt, roasted cumin powder, and a dash of red chili powder. | Step 8: Assemble and Serve: | Gently squeeze water from the dumplings, place them in a serving dish, pour yogurt over them, sprinkle spices, and serve chilled or at room temperature.",https://res.cloudinary.com/duegxp0u0/image/upload/v1745169555/recipe_uploads/mba5cs8f85fozlvpoulp.jpg
68395ebfa1f9120d4641a49a,Smoked Salmon Pinwheels,snack,keto,weight_loss,260.0,22.0,3.0,20.0,1.0,520.0,55.0,15,1,Smoked Salmon Pinwheels Smoked Salmon Pinwheels Smoked Salmon Pinwheels Smoked salmon Cream cheese Cucumber keto,"gluten_free,nut_free,egg_free,low_carb,low_sugar",Smoked salmon (60g); Cream cheese (25g); Cucumber (25g),"Step 1: Prep Smoked salmon | Use 60g of smoked salmon as the base. | Step 2: Prepare Cream cheese | Chop or measure 25g of cream cheese. | Step 3: Combine Ingredients | Mix the prepared ingredients in a bowl. | Step 4: Add Cucumber | Incorporate 25g of cucumber for flavor. | Step 5: Season | Add salt, pepper, or additional spices as needed. | Step 6: Set Aside | Chill or let the mixture rest for a few minutes if needed. | Step 7: Final Mix | Stir everything together to ensure even coating. | Step 8: Serve | Plate and enjoy your freshly prepared meal.",https://res.cloudinary.com/duegxp0u0/image/upload/v1748524089/kfwrk9irt5rkxmlegi7y.jpg
68395eeaa1f9120d4641a5f2,Chia Seed Pudding with Almonds,breakfast,desi,weight_loss,230.0,7.0,17.0,16.0,10.0,150.0,0.0,5,1,Chia Seed Pudding with Almonds Chia Seed Pudding with Almonds Chia Seed Pudding with Almonds Chia Seeds Almond Milk Honey (optional) desi,"gluten_free,egg_free,lactose_free,low_sodium,low_sugar,low_cholesterol,dairy_free",Chia Seeds (2 tbsp (24g)); Almond Milk (1 cup (240ml)); Honey (optional) (1 tsp (7g)),"Step 1: Prepare chia seed mix: | In a bowl, mix 2 tbsp chia seeds with 1 cup almond milk. Stir well and let it sit in the fridge for 4-6 hours or overnight to thicken. | Step 2: Check consistency: | After chilling, stir the pudding to ensure it has a smooth and even texture. | Step 3: Add sweetener: | Optional – mix in a drizzle of honey or stevia to sweeten the pudding before serving. | Step 4: Chop the almonds: | Roughly chop a handful of almonds for a crunchy topping. | Step 5: Add fruits (optional): | For extra flavor and nutrition, top the pudding with fresh fruits like berries or banana slices. | Step 6: Layer the pudding: | Spoon the chia pudding into a serving glass or bowl, creating layers if adding fruits. | Step 7: Garnish: | Sprinkle the chopped almonds on top and drizzle a bit more honey or stevia if desired. | Step 8: Serve: | Serve chilled as a healthy breakfast or snack.",https://res.cloudinary.com/duegxp0u0/image/upload/v1745168970/recipe_uploads/i4vdvztskvbkpiqyv0wn.jpg
68395ef0a1f9120d4641a72c,Mutton Kofta Pulao with Raisins and Nuts,lunch,desi,weight_gain,750.0,30.0,65.0,30.0,3.0,1090.0,80.0,60,5,Mutton Kofta Pulao with Raisins and Nuts Mutton Kofta Pulao with Raisins and Nuts Mutton Kofta Pulao with Raisins and Nuts Mutton mince Basmati rice Onion Ginger garlic paste Green chilies Yogurt Whole spices Salt Oil Raisins Almonds Water Coriander leaves Bread crumbs Cumin seeds Water desi,"egg_free,low_sugar","Mutton mince (500g); Basmati rice (2 cups); Onion (2, sliced); Ginger garlic paste (2 tbsp); Green chilies (3, chopped); Yogurt (½ cup); Whole spices (1 tbsp); Salt (1 tsp); Oil (½ cup); Raisins (2 tbsp); Almonds (2 tbsp, chopped); Water (as needed); Coriander leaves (2 tbsp, chopped); Bread crumbs (2 tbsp (for kofta binding)); Cumin seeds (½ tsp); Water (4 cups (for rice))","Step 1: Gather Ingredients: Collect 500g minced mutton, 1 tsp salt, 2 green chilies (chopped), 2 tbsp oil, 1 sliced onion, 1 tsp whole spices (cloves, cardamom), 1 tbsp ginger-garlic paste, ½ cup yogurt, 2 cups basmati rice, 4 cups water, 2 tbsp raisins, and 2 tbsp almonds (sliced). | Step 2: Prepare Koftas: Mix 500g minced mutton with 1 tsp salt and 2 chopped green chilies, shape into small koftas, and set aside. | Step 3: Fry Onions: Heat 2 tbsp oil in a pot over medium heat, add 1 sliced onion, and fry for 5-7 minutes until golden. | Step 4: Cook Base: Stir in 1 tsp whole spices and 1 tbsp ginger-garlic paste, sautéing for 1 minute, then add ½ cup yogurt and mix well. | Step 5: Cook Koftas: Gently add the koftas, cooking for 15-20 minutes until tender and cooked through. | Step 6: Add Rice and Nuts: Mix in 2 cups basmati rice, 4 cups water, 2 tbsp raisins, and 2 tbsp almonds, bring to a boil, then reduce heat, cover, and cook for 12-15 minutes until rice is done. | Step 7: Serve Hot: Fluff the pulao, ensuring koftas and nuts are evenly distributed, and serve hot.",https://res.cloudinary.com/duegxp0u0/image/upload/v1746744854/xbnppxmchyiagxjaoyiq.jpg
